Fan,Refrigerator,AirConditioner,Television,Monitor,Month,MonthlyHours,TariffRate,City_Ahmedabad,City_Chennai,City_Dahej,City_Faridabad,City_Gurgaon,City_Hyderabad,City_Kolkata,City_Mumbai,City_Nagpur,City_Navi Mumbai,City_New Delhi,City_Noida,City_Pune,City_Ratnagiri,City_Shimla,City_Vadodara,ElectricityBill
1,3,5,3,1,1,572,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4461.599999999999
2,4,2,4,1,10,527,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4110.599999999999
1,1,5,2,1,5,456,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4195.2
1,1,3,2,1,7,391,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3323.5
2,4,3,2,1,10,375,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300.0000000000005
5,5,1,2,1,9,616,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5236.0
3,4,3,2,1,12,401,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3248.1
1,1,1,1,1,6,306,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2509.2
2,4,1,2,1,1,329,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2763.6
1,4,2,4,1,8,622,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4727.2
5,4,5,5,1,2,650,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5070.0
4,4,2,3,1,8,448,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3808.0
3,5,3,3,1,3,570,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5244.0
1,5,2,2,1,9,388,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3026.4
1,3,1,2,1,9,422,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3207.2
2,3,1,1,3,2,484,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4307.6
4,5,1,2,1,2,457,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4021.6
3,5,2,3,1,9,487,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3944.7
2,4,1,5,5,5,634,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5262.200000000001
2,5,3,2,1,11,499,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4391.200000000001
4,4,2,2,1,10,607,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4916.7
4,5,5,4,1,8,659,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5799.200000000001
1,2,3,4,1,6,394,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3230.7999999999997
3,5,1,4,1,7,619,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5261.5
2,4,1,2,1,1,467,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3782.7
4,5,2,3,1,10,688,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6260.8
1,2,3,2,1,9,484,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4452.799999999999
1,1,1,4,1,8,531,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4513.5
4,5,1,1,1,3,388,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2948.7999999999997
1,4,1,1,1,9,447,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3799.5
3,4,3,1,1,2,432,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3369.6
4,4,2,1,1,3,348,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2923.2000000000003
4,4,1,3,1,11,474,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3507.6000000000004
1,1,5,2,1,6,502,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3865.4
2,5,5,5,1,1,657,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4993.2
3,5,3,3,1,10,561,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4600.2
2,4,1,1,1,4,322,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2382.8
4,4,1,4,1,4,415,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3154.0
4,4,1,1,1,11,440,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3872.000000000001
3,5,3,2,1,8,396,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3603.6
2,5,2,1,3,2,355,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2910.9999999999995
3,4,3,1,1,3,549,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4666.5
2,4,3,4,1,4,698,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5165.2
1,4,1,3,1,3,525,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4462.5
2,5,3,1,1,12,595,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4581.5
3,4,5,4,5,10,595,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5057.5
3,4,2,1,1,5,517,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4084.3
4,5,3,2,5,12,623,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5482.400000000001
3,5,3,1,1,11,373,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3319.7000000000003
2,1,2,2,1,7,481,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3559.4
4,5,5,2,1,3,748,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6133.599999999999
3,4,1,3,1,8,490,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4508.0
3,4,3,1,1,3,350,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2765.0
4,5,1,1,5,6,494,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4347.200000000001
2,5,5,4,5,2,633,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5886.900000000001
4,4,3,2,1,8,594,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4692.6
1,4,2,1,3,7,514,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3957.8
3,5,2,4,5,7,752,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6241.6
3,4,5,3,1,12,476,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3855.6
3,4,3,2,5,10,714,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6497.4
1,1,5,4,1,10,549,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4172.4
3,4,2,4,5,6,596,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4708.400000000001
3,4,3,3,1,10,438,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3723.0
3,4,1,1,1,2,493,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4289.099999999999
1,3,5,3,1,8,477,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3911.4
3,5,5,3,1,2,515,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4017.0
3,4,2,3,1,4,442,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3270.8
4,5,2,2,1,6,430,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3483.0
3,4,3,2,1,11,491,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4320.8
2,5,1,4,1,1,440,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3652.000000000001
1,5,5,1,1,5,400,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3679.999999999999
2,5,3,1,1,9,469,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3845.8
3,5,2,1,1,1,408,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3794.4
2,5,2,1,1,3,430,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3354.0
3,5,3,3,1,4,670,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5963.0
1,1,1,2,1,9,260,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2158.0
5,5,1,3,1,9,502,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4116.4
1,3,1,2,1,7,333,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2830.5
4,4,5,3,1,11,606,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5151.0
2,5,5,4,1,1,736,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6182.400000000001
2,2,5,3,1,4,362,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3330.3999999999996
1,3,3,2,1,5,583,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4780.599999999999
1,2,5,4,3,2,492,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3739.2
2,4,5,3,1,5,672,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5308.8
4,5,2,2,1,8,520,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4732.0
4,4,3,4,1,2,442,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4110.6
2,3,1,2,1,3,476,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4141.2
3,4,1,2,1,7,554,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4930.6
1,3,1,4,1,8,353,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2753.4
2,1,5,1,3,2,259,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2382.7999999999997
2,5,2,1,1,5,338,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2873.0
1,5,1,3,3,10,489,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3716.4
4,5,5,2,1,3,589,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4594.2
2,5,1,2,1,2,375,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3449.9999999999995
2,5,3,2,1,11,559,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5198.700000000001
1,5,2,1,1,2,356,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2634.4
4,5,5,2,5,2,493,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4338.400000000001
4,5,2,2,1,1,557,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4344.599999999999
1,4,1,1,3,4,282,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2622.6000000000004
5,4,2,1,1,11,506,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4705.8
4,4,5,1,1,7,616,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5112.8
3,5,1,1,5,10,441,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3748.5
4,5,3,4,1,4,503,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3722.2
2,5,3,4,5,3,676,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5205.2
3,4,3,5,1,9,726,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5880.599999999999
1,3,1,3,3,3,447,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3888.9
1,2,1,2,3,1,321,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2664.3
2,4,3,3,1,10,565,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4294.0
1,1,1,2,1,5,340,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2516.0
2,4,3,2,1,2,512,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3891.2
2,4,1,3,1,8,531,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4407.3
1,3,5,4,3,10,592,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4795.2
3,4,2,2,1,1,420,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3528.0
2,4,5,2,1,10,475,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4037.5
4,5,3,5,1,9,745,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6779.5
3,4,1,3,1,1,395,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3278.5000000000005
2,4,2,2,1,12,401,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3649.1
2,5,5,1,1,12,547,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5087.1
2,4,5,2,1,4,452,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3796.8
3,4,5,3,1,10,547,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4540.1
2,1,2,5,1,1,481,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3559.4
4,5,3,1,1,8,466,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4147.400000000001
2,5,2,2,1,9,512,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3993.6
1,2,5,1,1,2,293,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2431.9
4,4,2,2,1,5,523,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4027.1
2,5,1,4,1,1,647,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4981.900000000001
2,5,2,4,1,2,525,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4095.0
1,2,1,3,1,8,316,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2875.6
4,5,2,3,1,3,456,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3465.6
4,4,1,4,5,10,743,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6464.099999999999
2,5,1,2,1,11,462,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4019.4
3,5,1,4,5,5,704,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6195.200000000001
3,4,5,2,1,6,605,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4900.5
2,4,2,4,1,3,636,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4897.2
1,3,2,4,1,2,355,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2804.5
2,3,3,1,1,11,301,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2799.3
2,4,2,3,1,10,380,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2812.0
2,1,3,2,1,11,280,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2268.0
2,5,3,5,1,8,695,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5629.5
1,3,3,2,1,5,325,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2730.0
3,5,5,2,1,12,628,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4772.8
4,5,1,4,1,8,440,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3740.0
2,4,5,4,1,2,641,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4871.599999999999
4,5,1,3,1,9,546,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4804.8
1,3,5,1,1,11,521,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4011.7
3,4,1,1,1,7,436,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3662.4
4,5,3,1,1,4,382,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3514.3999999999996
2,2,5,1,1,5,440,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3696.0
4,5,1,1,1,8,521,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4272.2
1,4,3,1,1,3,463,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4213.3
4,4,3,4,1,3,641,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5320.3
5,4,5,5,1,12,839,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7299.299999999999
3,5,2,2,1,3,543,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4724.099999999999
2,4,1,2,1,11,538,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4357.8
1,5,1,1,1,7,260,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2106.0
3,5,3,2,1,2,595,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4581.5
1,5,3,1,1,11,511,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4445.7
4,4,3,3,1,2,668,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6145.599999999999
4,5,1,3,1,1,611,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4643.599999999999
1,3,1,2,1,11,281,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2304.2
5,5,2,1,1,7,585,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4914.0
3,4,1,3,5,1,701,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5397.7
1,3,3,3,1,8,556,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392.400000000001
3,5,3,2,1,11,562,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4439.8
2,4,3,2,1,5,380,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3458.0
4,4,1,3,1,5,627,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5580.3
2,2,2,1,1,3,361,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3285.1
1,3,5,4,3,6,486,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3936.6
3,4,5,2,1,8,634,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4818.4
1,5,1,2,3,4,574,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4419.8
4,4,3,2,1,3,568,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5225.599999999999
4,5,5,1,1,5,475,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4037.5
2,4,1,1,5,8,555,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4662.0
3,4,1,2,1,7,518,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4765.599999999999
2,4,3,3,1,11,498,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4233.0
4,4,2,3,1,12,513,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4719.599999999999
4,5,5,1,1,3,656,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5707.2
4,4,2,1,1,4,577,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4731.4
1,3,1,2,1,2,321,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2953.2
3,4,1,1,1,6,302,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2325.4
4,4,1,2,1,11,419,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3812.9
5,5,3,1,1,7,478,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3680.6
1,3,5,4,1,3,649,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4932.4
4,5,3,3,1,2,479,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3927.8
5,5,2,4,1,8,571,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4453.8
1,1,1,1,3,9,283,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2292.2999999999997
5,4,1,1,1,2,325,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3022.5000000000005
2,3,1,2,1,3,380,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3192.0
5,5,5,1,1,11,522,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3967.2
4,4,3,1,5,4,543,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5049.900000000001
3,4,3,1,1,11,318,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2830.2000000000003
2,4,5,4,1,10,592,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4380.8
2,4,1,2,1,7,349,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2896.7000000000003
4,5,1,4,5,12,715,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5862.999999999999
2,5,3,2,1,7,444,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3907.2
5,5,3,3,1,12,533,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4850.3
4,5,2,5,5,6,824,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6427.2
1,1,3,3,3,12,611,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5376.8
4,5,2,2,1,8,633,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4810.8
3,4,2,2,5,11,451,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3472.7000000000003
1,5,2,3,1,2,400,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520.0000000000005
3,4,3,2,1,3,476,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3950.8
4,4,1,4,1,7,550,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4345.0
3,5,3,3,1,1,495,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4554.0
2,4,5,3,1,8,468,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697.2
4,4,2,2,1,3,550,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4895.0
2,5,5,1,1,8,422,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3713.6
4,5,5,2,5,7,545,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4305.5
4,4,1,4,1,10,484,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4452.799999999999
2,3,2,4,1,7,648,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5119.2
3,5,2,4,1,10,527,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4479.5
3,4,3,2,1,6,574,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4649.4
4,4,3,5,5,11,656,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182.400000000001
4,4,1,2,5,8,593,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4566.1
3,5,5,5,1,4,536,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4341.599999999999
3,5,2,3,1,7,489,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4449.9
5,5,3,1,1,11,449,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3502.2
2,5,2,1,5,8,554,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5096.799999999999
2,4,1,1,1,2,378,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2797.2000000000003
2,5,1,1,1,6,524,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3877.6
4,5,2,1,5,5,716,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5441.599999999999
1,3,5,1,3,2,302,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2295.2
2,4,5,1,1,6,403,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3304.6
3,5,2,2,1,5,541,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4490.3
2,4,1,1,1,6,364,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3239.6
5,4,5,3,1,2,511,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4547.900000000001
1,1,1,1,1,7,195,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1579.5
2,5,1,2,1,1,488,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3855.2
2,5,1,2,5,12,431,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3577.3
2,4,5,2,3,6,434,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3949.4
3,5,3,3,1,10,520,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4732.0
5,5,2,3,1,9,475,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3894.999999999999
3,5,3,2,1,1,453,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986.400000000001
1,3,3,1,1,4,432,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3196.8
2,5,5,3,1,9,639,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5623.200000000001
4,5,1,3,1,12,537,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4510.8
2,5,2,2,1,2,503,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4426.400000000001
2,4,2,3,1,1,394,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3624.8
4,4,1,3,5,9,590,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5192.0
4,5,2,2,1,12,452,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3570.8
1,3,3,3,1,3,510,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4182.0
3,4,3,3,1,1,551,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4848.8
5,4,1,1,1,10,550,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4565.0
1,1,2,3,1,6,379,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2956.2
2,5,1,2,5,4,573,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4755.900000000001
1,5,1,2,3,10,456,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3830.4
4,4,3,4,1,8,528,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4646.400000000001
